Date,State,Sector,Attack_Type,Impact,Month,Year
2025-06-15,Gujarat,Oil,Phishing,15,6,2025
2025-06-16,Uttar Pradesh,Electricity,Ransomware,60,6,2025
2025-06-17,Gujarat,Electricity,Ransomware,3,6,2025
2025-06-18,Gujarat,Oil,Malware,46,6,2025
2025-06-19,Uttar Pradesh,Health,DDoS,74,6,2025
2025-06-20,Gujarat,Electricity,Phishing,89,6,2025
2025-06-21,Gujarat,Finance,Ransomware,69,6,2025
2025-06-22,Tamil Nadu,Oil,Data Breach,58,6,2025
2025-06-23,Gujarat,Electricity,Data Breach,96,6,2025
2025-06-24,Gujarat,Aerospace,DDoS,11,6,2025
2025-06-25,Tamil Nadu,Health,Data Breach,40,6,2025
2025-06-26,Maharashtra,Oil,Malware,74,6,2025
2025-06-27,Uttar Pradesh,Oil,DDoS,91,6,2025
2025-06-28,Tamil Nadu,Oil,DDoS,10,6,2025
2025-06-29,Maharashtra,Finance,Ransomware,3,6,2025
2025-06-30,West Bengal,Health,DDoS,54,6,2025
2025-07-01,West Bengal,Finance,DDoS,47,7,2025
2025-07-02,Gujarat,Health,Ransomware,19,7,2025
2025-07-03,West Bengal,Health,DDoS,44,7,2025
2025-07-04,Gujarat,Finance,Data Breach,80,7,2025
2025-07-05,West Bengal,Oil,DDoS,91,7,2025
2025-07-06,Tamil Nadu,Aerospace,Phishing,52,7,2025
2025-07-07,Maharashtra,Health,Malware,20,7,2025
2025-07-08,Maharashtra,Aerospace,DDoS,40,7,2025
2025-07-09,West Bengal,Health,Phishing,53,7,2025
2025-07-10,Gujarat,Aerospace,DDoS,77,7,2025
2025-07-11,Tamil Nadu,Health,Ransomware,66,7,2025
2025-07-12,Gujarat,Aerospace,DDoS,20,7,2025
2025-07-13,Maharashtra,Electricity,Phishing,95,7,2025
2025-07-14,West Bengal,Aerospace,Ransomware,6,7,2025
2025-07-15,West Bengal,Electricity,Data Breach,29,7,2025
2025-07-16,Uttar Pradesh,Electricity,DDoS,6,7,2025
2025-07-17,Maharashtra,Aerospace,DDoS,84,7,2025
2025-07-18,Tamil Nadu,Aerospace,DDoS,63,7,2025
2025-07-19,West Bengal,Health,Ransomware,60,7,2025
2025-07-20,West Bengal,Health,Malware,5,7,2025
2025-07-21,Gujarat,Health,Malware,47,7,2025
2025-07-22,Gujarat,Aerospace,Malware,3,7,2025
2025-07-23,Tamil Nadu,Health,Malware,10,7,2025
2025-07-24,West Bengal,Aerospace,DDoS,35,7,2025
2025-07-25,West Bengal,Electricity,Phishing,9,7,2025
2025-07-26,Maharashtra,Health,Data Breach,81,7,2025
2025-07-27,Maharashtra,Oil,Phishing,39,7,2025
2025-07-28,Uttar Pradesh,Aerospace,Ransomware,23,7,2025
2025-07-29,Gujarat,Health,Phishing,56,7,2025
2025-07-30,West Bengal,Oil,Ransomware,33,7,2025
2025-07-31,Tamil Nadu,Aerospace,Ransomware,74,7,2025
2025-08-01,Gujarat,Electricity,DDoS,41,8,2025
2025-08-02,Tamil Nadu,Finance,Data Breach,3,8,2025
2025-08-03,Maharashtra,Aerospace,Malware,50,8,2025
2025-08-04,Gujarat,Finance,Phishing,68,8,2025
2025-08-05,Gujarat,Oil,Ransomware,18,8,2025
2025-08-06,Maharashtra,Oil,Ransomware,93,8,2025
2025-08-07,Tamil Nadu,Finance,Data Breach,86,8,2025
2025-08-08,Uttar Pradesh,Aerospace,DDoS,97,8,2025
2025-08-09,Maharashtra,Aerospace,DDoS,18,8,2025
2025-08-10,Tamil Nadu,Aerospace,DDoS,84,8,2025
2025-08-11,Gujarat,Electricity,DDoS,71,8,2025
2025-08-12,Maharashtra,Oil,Phishing,12,8,2025
2025-08-13,West Bengal,Oil,Malware,67,8,2025
2025-08-14,West Bengal,Electricity,Malware,62,8,2025
2025-08-15,Maharashtra,Aerospace,Ransomware,12,8,2025
2025-08-16,Uttar Pradesh,Aerospace,Data Breach,17,8,2025
2025-08-17,Maharashtra,Finance,DDoS,62,8,2025
2025-08-18,Uttar Pradesh,Health,Phishing,77,8,2025
2025-08-19,Tamil Nadu,Oil,Ransomware,59,8,2025
2025-08-20,Tamil Nadu,Health,Phishing,97,8,2025
2025-08-21,Maharashtra,Oil,Ransomware,6,8,2025
2025-08-22,Maharashtra,Oil,Malware,87,8,2025
2025-08-23,Maharashtra,Health,Phishing,61,8,2025
2025-08-24,Tamil Nadu,Finance,Ransomware,60,8,2025
2025-08-25,Gujarat,Oil,DDoS,2,8,2025
2025-08-26,Gujarat,Finance,DDoS,83,8,2025
2025-08-27,Tamil Nadu,Health,Data Breach,81,8,2025
2025-08-28,West Bengal,Aerospace,DDoS,37,8,2025
2025-08-29,Uttar Pradesh,Finance,Ransomware,17,8,2025
2025-08-30,West Bengal,Health,Data Breach,16,8,2025
2025-08-31,Maharashtra,Finance,Data Breach,41,8,2025
2025-09-01,Maharashtra,Aerospace,Phishing,99,9,2025
2025-09-02,West Bengal,Oil,Ransomware,79,9,2025
2025-09-03,Uttar Pradesh,Electricity,Data Breach,94,9,2025
2025-09-04,Uttar Pradesh,Oil,Ransomware,97,9,2025
2025-09-05,Maharashtra,Finance,Ransomware,48,9,2025
2025-09-06,Uttar Pradesh,Oil,Phishing,57,9,2025
2025-09-07,Gujarat,Health,Malware,83,9,2025
2025-09-08,Tamil Nadu,Aerospace,DDoS,55,9,2025
2025-09-09,West Bengal,Electricity,DDoS,85,9,2025
2025-09-10,Tamil Nadu,Electricity,Ransomware,25,9,2025
2025-09-11,West Bengal,Aerospace,Data Breach,82,9,2025
2025-09-12,Uttar Pradesh,Aerospace,DDoS,67,9,2025
2025-09-13,Maharashtra,Aerospace,Malware,45,9,2025
2025-09-14,Maharashtra,Oil,Ransomware,79,9,2025
2025-09-15,Maharashtra,Finance,Phishing,53,9,2025
2025-09-16,Maharashtra,Oil,Malware,18,9,2025
2025-09-17,Gujarat,Health,Ransomware,56,9,2025
2025-09-18,Maharashtra,Health,Malware,26,9,2025
2025-09-19,Tamil Nadu,Oil,Ransomware,79,9,2025
2025-09-20,Maharashtra,Finance,Data Breach,81,9,2025
2025-09-21,Tamil Nadu,Oil,Data Breach,55,9,2025
2025-09-22,Maharashtra,Aerospace,Data Breach,35,9,2025
2025-09-23,West Bengal,Finance,DDoS,26,9,2025
2025-09-24,Maharashtra,Health,Phishing,94,9,2025
2025-09-25,Uttar Pradesh,Oil,Phishing,49,9,2025
2025-09-26,West Bengal,Finance,DDoS,23,9,2025
